,name,payment_modes,locality
2883,Fun Spice,"Cash and Cards accepted
Digital payments accepted","Seasons Mall, Magarpatta , Pune"
2884,Punjab Da Tadka,,"Hadapsar, Pune"
2885,Café Chocolicious,"Cash and Cards accepted
Digital payments accepted","Pimpri, Pune"
2886,China Wale,,"Kondhwa, Pune"
2887,Green Ways,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
2888,Chatore Pakode,,"B.T. Kawade Road, Pune"
2889,Kalpataru Foods,,"Karve Nagar, Pune"
2890,Spice Wave,,"Senapati Bapat Road, Pune"
2891,Saitirth Misal House,,"Lohegaon, Pune"
2892,Suras Dining Hall,Cash and Cards accepted,"Parvati, Pune"
2893,Samruddhi Pure Veg,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Vishrantwadi, Pune"
