,name,payment_modes,locality
1297,Aangan Pure Veg,"Cash and Cards accepted
Digital payments accepted","Akurdi, Pune"
1298,The Juice Farm,,"Pashan, Pune"
1299,The Black Plate,"Cash and Cards accepted
Digital payments accepted","Sinhgad Road, Pune"
1300,Sweet Truth - Cake and Desserts,,"Camp Area, Pune"
1301,Vrundavan,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
1302,Italian Street,,"Wadgaon Sheri, Pune"
1303,Ovenstory Pizza,,"Karve Nagar, Pune"
1304,Little Konkan,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
1305,Crazy Momos,"Cash and Cards accepted
Digital payments accepted","Sadashiv Peth, Pune"
1306,Biryani Bowl,,"Hinjawadi, Pune"
1307,Pav Bhaji Mania,,"Nigdi, Pune"
1308,Slay Coffee,,"Chinchwad, Pune"
1309,Kwality Wall’s Frozen Dessert and Ice Cream Shop,,"Kondhwa, Pune"
1310,Chowpati Snacks Center,"
Digital payments accepted","Chinchwad, Pune"
1311,Cake & More,,"Koregaon Park, Pune"
1312,Mr Idli,"
Digital payments accepted","JM Road, Pune"
1313,Yellow Straw,"Cash and Cards accepted
Digital payments accepted","Kharadi, Pune"
1314,Swagat Canteen,"
Digital payments accepted","Erandwane, Pune"
1315,Kinara's Maratha Darbar,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
1316,House of Pav Bhaji by GaramTawa Bistro,,"Balewadi, Pune"
1317,Shahi Taste of Hyderabad,,"Baner, Pune"
1318,100 Rolls,,"Erandwane, Pune"
1319,Chai Point,,"Pimple Saudagar, Pune"
1320,Tulsi Sweets,,"Wakad, Pune"
1321,Box O Pizza,,"Aundh, Pune"
1322,Shanghai Chef Chinese,,"Wakad, Pune"
1323,Shree Swami Samartha Tea And Coffee Center,,"Sus, Pune"
1324,Clover Sandwich And Pizza,"
Digital payments accepted","Camp Area, Pune"
1325,House Of Wadapav,,"Wadgaon Sheri, Pune"
1326,National Bakery,,"Wadgaon Sheri, Pune"
1327,Hotel New Lucky Restaurant,,"Sinhgad Road, Pune"
1328,Andhra Gunpowder,,"Hadapsar, Pune"
1329,Annapurna Tiffin,"
Digital payments accepted","Mundhwa, Pune"
1330,Crazy Cheesy,"Cash and Cards accepted
Digital payments accepted","Bavdhan, Pune"
1331,Mike In 24 Kitchen,,"Senapati Bapat Road, Pune"
1332,Nizams Biryani,,"Westend Mall, Aundh, Pune"
1333,Kadak Misal,"
Digital payments accepted","Kothrud, Pune"
1334,Bhadait Misal,"
Digital payments accepted","Erandwane, Pune"
1335,Indo Chinese,,"Pimple Saudagar, Pune"
1336,Cafe Chokolade,,"Wanowrie, Pune"
1337,Cakelets By Cake N Cafe,,"Bhosari, Pune"
1338,Shivshambho Veg & Non Veg,"
Digital payments accepted","Hadapsar, Pune"
1339,The Brooklyn Creamery - Healthy Ice Cream,,"Kharadi, Pune"
1340,Cafe Coffee Day,Cash and Cards accepted,"MG Road, Pune"
1341,Kaati Zone Rolls and Wraps,,"Hadapsar, Pune"
1342,Shree Ganesh Snacks Center,"
Digital payments accepted","Kothrud, Pune"
1343,Punjabi Amritsari Kulcha,"
Digital payments accepted","Wakad, Pune"
1344,Burgerella,,"NIBM Road, Pune"
1345,Kekiz The Cake Shop,Cash and Cards accepted,"Yerawada, Pune"
1346,Mataji Ki Rasoi,,"Wanowrie, Pune"
1347,Shrikrushna's Vadapav,,"Shaniwar Peth, Pune"
1348,Mauli Rasvanti,"
Digital payments accepted","Chinchwad, Pune"
1349,Mr. Dosa,"
Digital payments accepted","Kharadi, Pune"
1350,Swig,Cash and Cards accepted,"Senapati Bapat Road, Pune"
1351,Delhi Swad,"Cash and Cards accepted
Digital payments accepted","Pimpri, Pune"
1352,Hotel Sanjana,,"Dhayari, Pune"
1353,Chitra Laxmi,,"Shukrawar Peth, Pune"
1354,Good Food Pune,,"Hadapsar, Pune"
1355,Karna Hyderabadi House,"Cash and Cards accepted
Digital payments accepted","Sinhgad Road, Pune"
1356,Rajveer Pure Veg,Cash and Cards accepted,"Katraj, Pune"
1357,Mushrif  Chinese & Restaurant,,"Rasta Peth, Pune"
1358,Laxmi Narayan,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
1359,Kothrud Bowl Company,,"Karve Nagar, Pune"
1360,Soham Dinning Hall And Food Zone,"Cash and Cards accepted
Digital payments accepted","Shivaji Nagar, Pune"
1361,Ganesh Bhel & Farsan,"
Digital payments accepted","Kothrud, Pune"
1362,House Of Foodies Restro,,"Hinjawadi, Pune"
1363,Samruddhi Biryani,,"Vishrantwadi, Pune"
1364,Signature Kolkata - A Home Style Bengali Kitchen,"
Digital payments accepted","Wakad, Pune"
1365,Aslam's KG Caterers,"
Digital payments accepted","Undri, Pune"
1366,Bhoj Manthan,,"Aundh, Pune"
1367,Aaswad Pure Veg Restaurant,"
Digital payments accepted","Bhosari, Pune"
1368,Punjabi Bhatti,,"Viman Nagar, Pune"
1369,Zaika-E-Hyderabad,,"Vishrantwadi, Pune"
1370,Tahari House,,"NIBM Road, Pune"
1371,Keventers Milkshakes and Desserts,Cash and Cards accepted,"Salunkhe Vihar Road, Pune"
1372,Zaika Biryani House,"
Digital payments accepted","Nigdi, Pune"
1373,LunchBox - Meals and Thalis,,"Wadgaon Sheri, Pune"
1374,Faasos,,"Ravet, Pune"
1375,Hotel Archana Restaurant & Bar,"Cash and Cards accepted
Digital payments accepted","Dange Chowk, Pune"
1376,Nagesh Pav Bhaji,,"Model Colony, Pune"
1377,Naad Paan Shop,,"Karve Nagar, Pune"
1378,Biryani House Veg-Non-Veg,"
Digital payments accepted","Balewadi, Pune"
1379,Touchwood Cafe,"
Digital payments accepted","Pimple Saudagar, Pune"
1380,RK Pizza & Coffee House,"
Digital payments accepted","Bhosari, Pune"
1381,In Between,,"Pimple Saudagar, Pune"
1382,Nosh Burgers and Sandwiches,,"Pimple Saudagar, Pune"
1383,Hobbit,,"Wakad, Pune"
1384,FoodGinie,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
1385,Largo Pizzeria,"Cash and Cards accepted
Digital payments accepted","Salunkhe Vihar Road, Pune"
1386,Sudama Bhel,"
Digital payments accepted","Nigdi, Pune"
1387,Iyengars Veedu,,"Pimple Gurav, Pune"
1388,Lovely Restaurant,Cash and Cards accepted,"Wanowrie, Pune"
1389,Kitch,,"Balewadi, Pune"
1390,Food Cafe,,"Dhanori, Pune"
1391,Pizza Gourmet Kitchen,,"Seasons Mall, Magarpatta , Pune"
1392,K K Family Restaurant,"Cash and Cards accepted
Digital payments accepted","Bhosari, Pune"
1393,Rachna Home Baker,,"Wadgaon Sheri, Pune"
1394,Perks N Brews,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
1395,Nishan Pure Veg,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
1396,Shalini's Salads,,"Parvati, Pune"
1397,Sukhkarta Bhojnalaya,"
Digital payments accepted","Wakad, Pune"
1398,The Bowl Factory,,"Wakad, Pune"
1399,McDonald's,Cash and Cards accepted,"Premier Plaza, Chinchwad, Pune"
1400,La Bali,"Cash and Cards accepted
Digital payments accepted","Aditya Shagun Mall, Bavdhan, Pune"
1401,The Nawabs Of Biryani,,"Wakad, Pune"
1402,Ribbons & Balloons,"Cash and Cards accepted
Digital payments accepted","Karve Nagar, Pune"
1403,Modern Cafe,"Cash and Cards accepted
Digital payments accepted","Shivaji Nagar, Pune"
1404,Kolkata Rolls,"Cash and Cards accepted
Digital payments accepted","Kharadi, Pune"
1405,Swadesi - Dal Baati,"
Digital payments accepted","Hadapsar, Pune"
1406,Baker's Basket,"Cash and Cards accepted
Digital payments accepted","Kalyani Nagar, Pune"
1407,The Biryani Life,,"Karve Nagar, Pune"
1408,Snack House,,"Wadgaon Sheri, Pune"
1409,Food Buzz,"
Digital payments accepted","Hadapsar, Pune"
1410,Beer & Beans,"Cash and Cards accepted
Digital payments accepted","NIBM Road, Pune"
1411,Penne,,"Bund Garden Road, Pune"
1412,Rohit Wadewale,"
Digital payments accepted","Wakad, Pune"
1413,Spice Factory,,"Wakad, Pune"
1414,The Mousse Coupe,,"Kharadi, Pune"
1415,Aha! Baangali,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
1416,Coolato Gelato,,"Hadapsar, Pune"
1417,Maharashtrian Tadka,,"Dhanori, Pune"
1418,Surabhi Pure Veg Family Restaurant,"
Digital payments accepted","Vishrantwadi, Pune"
1419,Lazzetti,"
Digital payments accepted","Chinchwad, Pune"
1420,Chitale Bandhu Mithaiwale,,"Kalyani Nagar, Pune"
1421,Rosso Bianco,"Cash and Cards accepted
Digital payments accepted","Khadki, Pune"
1422,Cakes N Cakes,,"Pimple Nilakh, Pune"
1423,Claypot - Kebab and Biryani,Cash and Cards accepted,"Pashan, Pune"
1424,Happy Family Restaurant,"Cash and Cards accepted
Digital payments accepted","JM Road, Pune"
1425,Indiawala Cake,,"Wagholi, Pune"
1426,Caramella's,"Cash and Cards accepted
Digital payments accepted","Wanowrie, Pune"
1427,Sarkar Misal,,"Wadgaon Sheri, Pune"
1428,Eatsome,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","NIBM Road, Pune"
1429,Chaitanya Paranthas,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
1430,Zesty Tasty,,"Bavdhan, Pune"
1431,Shahi Punjab Pure Veg,,"Hadapsar, Pune"
1432,Vaishali,Cash and Cards accepted,"Hadapsar, Pune"
1433,Swiss Bakes,,"Destination Centre, Magarpatta, Pune"
1434,Swad Maharashtracha,,"Wagholi, Pune"
1435,Biryani House,"Cash and Cards accepted
Digital payments accepted","Pune University, Pune"
1436,Dalchini Veg & Non Veg,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Hadapsar, Pune"
1437,Shreyash Rolls,"
Digital payments accepted","Wakad, Pune"
1438,Solanki Ice Creams,,"Karve Nagar, Pune"
1439,LIIT - Live IIT Today,"Cash and Cards accepted
Digital payments accepted","Balewadi, Pune"
1440,The Canteen,,"Dhanori, Pune"
1441,Tapkir Misalwale,"
Digital payments accepted","Pashan, Pune"
1442,Hyderabadi Biryani Express,,"Wakad, Pune"
1443,Soya World,,"Rasta Peth, Pune"
1444,Kareem's,Cash and Cards accepted,"Koregaon Park, Pune"
1445,L'Apicio,"Cash and Cards accepted
Digital payments accepted","Aundh, Pune"
1446,Food Fashion Kitchen And Caterers,,"Wanowrie, Pune"
1447,7th Heaven,"Cash and Cards accepted
Digital payments accepted","Kharadi, Pune"
1448,Fruitango,,"Ravet, Pune"
1449,Gade Wadewale,,"Wagholi, Pune"
1450,Little Italy,"Cash and Cards accepted
Digital payments accepted","Kondhwa, Pune"
1451,YummyQ Italian Sizzlers,"
Digital payments accepted","Dhole Patil Road, Pune"
1452,Theobroma,"Cash and Cards accepted
Digital payments accepted","Balewadi, Pune"
1453,Mrigaya - Pukht Biryani & Mandi,,"Senapati Bapat Road, Pune"
1454,New Bombay Seekh Paratha,,"Salunkhe Vihar Road, Pune"
1455,Dadu's Sweet Emporio,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
1456,Rocket Singh Paratha,,"Karve Nagar, Pune"
1457,Le Shaay Restro Cafe,"
Digital payments accepted","Kothrud, Pune"
1458,Dawat,,"Westend Mall, Aundh, Pune"
1459,Vintage Cafe,"Cash and Cards accepted
Digital payments accepted","Bibvewadi, Pune"
1460,Ovenstory Pizza,,"Baner, Pune"
1461,Ovenstory Pizza,,"Bavdhan, Pune"
1462,House Of Farsan And Chips,,"Wakad, Pune"
1463,Malvan kalvan,"
Digital payments accepted","Sadashiv Peth, Pune"
1464,The Wrap Co,,"Magarpatta, Pune"
1465,Bistro Nutrifood,Cash and Cards accepted,"Pimple Saudagar, Pune"
1466,Hotel Crystal Hut,"Cash and Cards accepted
Digital payments accepted","Pimple Saudagar, Pune"
1467,Icy Spicy,,"Pimple Saudagar, Pune"
1468,CakeStory Desserts,,"Dhayari, Pune"
1469,Kebab Gunj,"
Digital payments accepted","Koregaon Park, Pune"
1470,Karolbaug The Dhaba,Cash and Cards accepted,"Hinjawadi, Pune"
1471,Anda 420,,"Bibvewadi, Pune"
1472,Hotel Savali Empire,"
Digital payments accepted","Hadapsar, Pune"
1473,Kallyfso Cafe,,"Chandan Nagar, Pune"
1474,Kekiz The Cake Shop,,"Chandan Nagar, Pune"
1475,MOJO Pizza - 2X Toppings,,"Aundh, Pune"
1476,La Creme,"
Digital payments accepted","NIBM Road, Pune"
1477,Saras Snacks,Cash and Cards accepted,"Hadapsar, Pune"
1478,Danka-For Panipuri Lovers,,"Sadashiv Peth, Pune"
1479,Pradeep Sweets,,"Wakad, Pune"
1480,Padmavati Veg Nonveg Hotel,"
Digital payments accepted","Parvati, Pune"
1481,Shri Ashapuri Dining Hall,"Cash and Cards accepted
Digital payments accepted","Akurdi, Pune"
1482,The Crunch Affair,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
1483,MOJO Pizza - 2X Toppings,,"Wakad, Pune"
1484,Sundae Everyday Ice Creams,,"Kharadi, Pune"
1485,Chinese King - Brahmas Food Corner,"Cash and Cards accepted
Digital payments accepted","Dhankawadi, Pune"
1486,UBQ By Barbeque Nation,,"Dhole Patil Road, Pune"
1487,Durga Chinese,,"Sinhgad Road, Pune"
1488,Shree Pure Veg,"Cash and Cards accepted
Digital payments accepted","Pimpri, Pune"
1489,Jogeshwari Misal & Bhel,"
Digital payments accepted","Sus, Pune"
1490,Behrouz Biryani,,"NIBM Road, Pune"
1491,Barometer,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
1492,Coffee Nation,"Cash and Cards accepted
Digital payments accepted","Law College Road, Pune"
1493,Tall Wall Chow Mien,,"Hadapsar, Pune"
1494,Kaka Halwai,,"Wakad, Pune"
1495,Cake & Celebration,,"Chinchwad, Pune"
1496,Malabar,,"Viman Nagar, Pune"
1497,Kekiz The Cake Shop,,"Kondhwa, Pune"
1498,Arab Zaika,,"Model Colony, Pune"
1499,King Sandwich,,"Dhankawadi, Pune"
1500,Giridhar,"
Digital payments accepted","Aundh, Pune"
1501,Gauri's Biryani House,,"Pimple Saudagar, Pune"
1502,Hotel Mawalaj,,"Kondhwa, Pune"
1503,Shriya Pavbhaji center,"
Digital payments accepted","Hadapsar, Pune"
1504,The Old Mansion,Cash and Cards accepted,"Baner, Pune"
1505,Ghar Ka Dabba@69,,"Hinjawadi, Pune"
1506,Satguru's Punjabi Rasoi Express,,"Kharadi, Pune"
1507,Cafe Dot Com,"
Digital payments accepted","Pimple Saudagar, Pune"
1508,Piazza Pizzas,,"Shivaji Nagar, Pune"
1509,Mr Potoba Hotel Veg-Non Veg,"
Digital payments accepted","Akurdi, Pune"
1510,Master Chef,,"Karve Nagar, Pune"
1511,China Gate,"Cash and Cards accepted
Digital payments accepted","Nigdi, Pune"
1512,Jimmy's,"Cash and Cards accepted
Digital payments accepted","Koregaon Park, Pune"
1513,The Bowl Shack,"Cash and Cards accepted
Digital payments accepted","Koregaon Park, Pune"
1514,Cafe Chokolade,,"Hadapsar, Pune"
1515,Mother's Kitchen,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
1516,Tiranga,"Cash and Cards accepted
Digital payments accepted","Camp Area, Pune"
1517,Delhi Darbar,,"Pimpri, Pune"
1518,Chawlas,"Cash and Cards accepted
Digital payments accepted","Dhanori, Pune"
1519,Chennai Express,,"FC Road, Pune"
1520,Ganesh Bhel,"
Digital payments accepted","Parvati, Pune"
1521,Meridian Ice Cream,"Cash and Cards accepted
Digital payments accepted","Wanowrie, Pune"
1522,Shukla Paan Junction,,"Mundhwa, Pune"
1523,Wrollz,,"Camp Area, Pune"
1524,Potli Full Of Foods,"
Digital payments accepted","Fatima Nagar, Pune"
1525,The Pizza Room,"
Digital payments accepted","Pimpri, Pune"
1526,Breaking Bread Pune - Mehta Foods,"
Digital payments accepted","Shukrawar Peth, Pune"
1527,Shisha Jazz Cafe,"Cash and Cards accepted
Digital payments accepted","ABC Farms,Mundhwa, Pune"
1528,Killa Hotel,"Cash and Cards accepted
Digital payments accepted","Wagholi, Pune"
1529,Shegaon Kachori,,"Kondhwa, Pune"
1530,Cheers Partner,"
Digital payments accepted","Hadapsar, Pune"
1531,Durga Pav Bhaji,,"Hadapsar, Pune"
1532,Cafe Crezees,"
Digital payments accepted","Pimpri, Pune"
1533,NIC - Natural Ice Creams,,"Kothrud, Pune"
1534,Natural Ice Cream,"Cash and Cards accepted
Digital payments accepted","Premier Plaza, Chinchwad, Pune"
1535,Hotel Rajmudra,,"Dhankawadi, Pune"
1536,The Hideout Cafe,"
Digital payments accepted","Pimple Gurav, Pune"
1537,Surabhi,Cash and Cards accepted,"Bavdhan, Pune"
1538,House Of Gains,,"NIBM Road, Pune"
1539,Chowking,,"Kothrud, Pune"
1540,Joshi Wadewale,"
Digital payments accepted","Yerawada, Pune"
1541,Sudama's Misal House,"Cash and Cards accepted
Digital payments accepted","Sinhgad Road, Pune"
1542,Chini Chops,,"Kharadi, Pune"
1543,How's The Bowl,,"Chinchwad, Pune"
1544,The Giant Panda Noodles,,"Wadgaon Sheri, Pune"
1545,Burger King,"Cash and Cards accepted
Digital payments accepted","Pimple Saudagar, Pune"
1546,Unwind Cafe,,"Sadashiv Peth, Pune"
1547,Chanakya,"Cash and Cards accepted
Digital payments accepted","Chinchwad, Pune"
1548,Satkar Rice Plate House,"Cash and Cards accepted
Digital payments accepted","Sinhgad Road, Pune"
1549,Chef's Nation,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
1550,V Foods Cafe,"
Digital payments accepted","Bhosari, Pune"
1551,Baker's Basket,,"Aundh, Pune"
1552,Hyderabadi Dum Biryani House,,"Mundhwa, Pune"
1553,Royal  Darbar,,"Kondhwa, Pune"
1554,Geeta Dining Hall,"Cash and Cards accepted
Digital payments accepted","Hinjawadi, Pune"
1555,Chai Express,"
Digital payments accepted","Kothrud, Pune"
1556,The Burger House,"Cash and Cards accepted
Digital payments accepted","Koregaon Park, Pune"
1557,Ashapuri Dining Hall,"
Digital payments accepted","Balewadi, Pune"
1558,Richie Rich,"Cash and Cards accepted
Digital payments accepted","Shivaji Nagar, Pune"
1559,Biryani Masters,,"Wakad, Pune"
1560,Fish Curry Rice,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
1561,Shivshambho Amruttulya & Snacks,"
Digital payments accepted","Kondhwa, Pune"
1562,Baskin Robbins ,,"Chinchwad, Pune"
1563,Senses - Marriott Suites Pune,"Cash, Cards and Meal Coupons accepted","Marriott Suites Pune, Pune"
1564,Mealful Rolls - Meals In A Roll,,"NIBM Road, Pune"
1565,Namaste Jain Food Corner,"
Digital payments accepted","Kharadi, Pune"
1566,Hotel Arab Zaika,"Cash and Debit Cards accepted
Digital payments accepted","Kondhwa, Pune"
1567,Just Wings,,"Wadgaon Sheri, Pune"
1568,Cafe Deja Vu,"Cash and Cards accepted
Digital payments accepted","Senapati Bapat Road, Pune"
1569,Natural Ice Cream,Cash and Debit Cards accepted,"Wanowrie, Pune"
1570,Chat Bazar Chowpati,"
Digital payments accepted","Bhugaon, Pune"
1571,Wrap N Roll,,"Karve Nagar, Pune"
1572,Hotel Malhar,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
1573,Bombay Culture The Cafe,"
Digital payments accepted","Wakad, Pune"
1574,Fruitbar,"
Digital payments accepted","Undri, Pune"
1575,Mayur Veg Non Veg,"
Digital payments accepted","Sadashiv Peth, Pune"
1576,Cafe Underground,,"Mulshi Road, Pune"
1577,Momo Mia !,,"Lohegaon, Pune"
1578,Chaha Chi Tallaf,"
Digital payments accepted","Baner, Pune"
1579,Haka,,"Dhole Patil Road, Pune"
1580,S.Kumar Wadewale,"
Digital payments accepted","Shukrawar Peth, Pune"
1581,Wadeshwar,"Cash and Cards accepted
Digital payments accepted","FC Road, Pune"
1582,The Burger Barn Cafe,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
1583,Super Burgers,,"Koregaon Park, Pune"
1584,Manali-Family Resto Bar,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
1585,Chessy Love,,"Sinhgad Road, Pune"
1586,Aru's Kitchen,"
Digital payments accepted","Bhosari, Pune"
1587,Punjabi Darbar Rasoi King,"
Digital payments accepted","Magarpatta, Pune"
1588,Aatithya,Cash and Cards accepted,"Shaniwar Peth, Pune"
1589,Hotel Yashoda,"
Digital payments accepted","Chinchwad, Pune"
1590,Venky's Chicken Experience,"
Digital payments accepted","Kalyani Nagar, Pune"
1591,Paratha Envy,,"Pimple Nilakh, Pune"
1592,Crazee Cafe,,"Viman Nagar, Pune"
1593,Chota Bite By Cafe Goodluck,Cash and Cards accepted,"Wanowrie, Pune"
1594,Om Sai Vadewale,"
Digital payments accepted","Wadgaon Sheri, Pune"
1595,Yaaro Ka Chulha,,"Ravet, Pune"
1596,Puneri Burger,,"Balewadi, Pune"
1597,Mom's Kitchen,,"Bhosari, Pune"
1598,Garrys Chinese Fast Food,,"Chinchwad, Pune"
1599,MomoGuy,,"Wakad, Pune"
1600,ZAZA 22 Spice Biryani,,"Aundh, Pune"
1601,Hotel Al Zaika,"
Digital payments accepted","Karve Nagar, Pune"
1602,Burger King,Cash and Cards accepted,"Amanora Town Centre, Hadapsar, Pune"
1603,Sukhi De Parathe,,"Hadapsar, Pune"
1604,Meal Connect,,"Undri, Pune"
1605,Kiran Restaurant,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
1606,The Mango Mirchi,,"Pimple Nilakh, Pune"
1607,Hotel Buff Special,,"MG Road, Pune"
1608,Bakers Restaurant,"
Digital payments accepted","Wagholi, Pune"
1609,Rastaman Soul Food,"
Digital payments accepted","Baner, Pune"
1610,Barboss,,"Kondhwa, Pune"
1611,Divya's Zesty Aroma,,"Hadapsar, Pune"
1612,Gokhale's Kitchen,"
Digital payments accepted","Karve Nagar, Pune"
1613,Cafe Pune,Cash and Cards accepted,"NIBM Road, Pune"
1614,Samudra Veg-Non Veg,,"Sinhgad Road, Pune"
1615,Cafe TTMM,"
Digital payments accepted","Nigdi, Pune"
1616,KFC,"Cash and Cards accepted
Digital payments accepted","Senapati Bapat Road, Pune"
1617,Delhi Kitchen,"Cash and Cards accepted
Digital payments accepted","Pimple Saudagar, Pune"
1618,Chinese Town,,"Hadapsar, Pune"
1619,Southie Dosa,,"Wagholi, Pune"
1620,Santusht Biryani House,,"Pimple Nilakh, Pune"
1621,Roll's Express,,"Karve Nagar, Pune"
1622,Desi Handi,,"Bavdhan, Pune"
1623,Khushboo Dum Biryani,"Cash and Cards accepted
Digital payments accepted","Pimpri, Pune"
1624,Venky's Xprs,"Cash, Cards and Meal Coupons accepted","Kalyani Nagar, Pune"
1625,Cafe +,"
Digital payments accepted","Hinjawadi, Pune"
1626,Chao Mung China,,"Kharadi, Pune"
1627,Cherry Bean's,"
Digital payments accepted","Wakad, Pune"
1628,Maharashtra Caterers,"
Digital payments accepted","Nigdi, Pune"
1629,Panini Cafe,"Cash and Cards accepted
Digital payments accepted","Salunkhe Vihar Road, Pune"
1630,Sahyadri Bakers,"
Digital payments accepted","Bibvewadi, Pune"
1631,Swad Kitchen,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Nigdi, Pune"
